domain,site,sitemap,reason,new_urls_count,blacklisted_on
immo-guru.fr,https://www.immo-guru.fr/,https://www.immo-guru.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-27
immo-hack.fr,https://www.immo-hack.fr/,https://www.immo-hack.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-25
immo-happy.fr,https://www.immo-happy.fr/,https://www.immo-happy.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-27
immo-impact.fr,https://www.immo-impact.fr/,https://www.immo-impact.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immo-insolite.fr,https://www.immo-insolite.fr/,https://www.immo-insolite.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immo-invest.fr,https://www.immo-invest.fr,https://www.immo-invest.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-27
immo-ninja.fr,https://www.immo-ninja.fr/,https://www.immo-ninja.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immo-pleinete.com,https://www.immo-pleinete.com,https://www.immo-pleinete.com/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immo-storm.fr,https://www.immo-storm.fr/,https://www.immo-storm.fr/wp-sitemap.xml,definitive_sitemap_http_404_7d,0,2026-08-27
immo-tendance.fr,https://www.immo-tendance.fr/,https://www.immo-tendance.fr/wp-sitemap.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immo-tribe.fr,https://www.immo-tribe.fr/,https://www.immo-tribe.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immoachats.fr,https://www.immoachats.fr/,https://www.immoachats.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immob.biz,https://www.immob.biz,https://www.immob.biz/sitemap_index.xml,too_many_new_urls>100,1436,2026-08-31
immobilier-connect.com,https://immobilier-connect.com,https://immobilier-connect.com/sitemap.xml,too_many_new_urls>100,204,2026-06-08
immobilier-coteaux.com,https://immobilier-coteaux.com,https://immobilier-coteaux.com/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-06-12
immobilier-diagnostiqueur.fr,https://www.immobilier-diagnostiqueur.fr,https://www.immobilier-diagnostiqueur.fr/sitemap_index.xml,too_many_new_urls>100,104,2026-07-03
immobilier-facile.com,http://www.immobilier-facile.com/,https://www.immobilier-facile.com/sitemap_index.xml,manual_high_volume_exclusion,,2026-05-22
immobilier-gazelles.com,https://www.immobilier-gazelles.com,https://www.immobilier-gazelles.com/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immobilier-la-rochelle.com,https://www.immobilier-la-rochelle.com/,https://www.immobilier-la-rochelle.com/sitemap_index.xml,too_many_new_urls>100,999,2026-08-03
immobilier-mohammedia.com,https://www.immobilier-mohammedia.com/,https://www.immobilier-mohammedia.com/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immobilier-recherche.fr,https://www.immobilier-recherche.fr/,https://www.immobilier-recherche.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immobilier44.net,https://www.immobilier44.net/,https://www.immobilier44.net/sitemap_index.xml,definitive_sitemap_http_403_7d,0,2026-06-12
immobiliere-du-pont.fr,https://www.immobiliere-du-pont.fr,https://www.immobiliere-du-pont.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immocomplet.fr,https://www.immocomplet.fr/,https://www.immocomplet.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-27
immocomprendre.fr,https://www.immocomprendre.fr/,https://www.immocomprendre.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immoconseilexpert.fr,https://www.immoconseilexpert.fr/,https://www.immoconseilexpert.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immoconseilpro.fr,https://www.immoconseilpro.fr/,https://www.immoconseilpro.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immocreation.ch,https://www.immocreation.ch/,https://www.immocreation.ch/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immoexpertconseil.fr,https://www.immoexpertconseil.fr/,https://www.immoexpertconseil.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-27
immofinex.fr,https://immofinex.fr/,https://immofinex.fr/sitemap-index.xml,too_many_new_urls>100,215,2026-07-11
immoflash.net,https://www.immoflash.net,https://www.immoflash.net/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immogestionpro.fr,https://www.immogestionpro.fr/,https://www.immogestionpro.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immoinvestisseur.fr,https://www.immoinvestisseur.fr/,https://www.immoinvestisseur.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-25
immopratique.fr,https://www.immopratique.fr/,https://www.immopratique.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
immovaleur.fr,https://www.immovaleur.fr/,https://www.immovaleur.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-25
immoventeachat.fr,https://www.immoventeachat.fr/,https://www.immoventeachat.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-25
info-immobiliere.fr,https://www.info-immobiliere.fr,https://www.info-immobiliere.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
infodimanche.com,https://www.infodimanche.com/,https://www.infodimanche.com/sitemap_index.xml,manual_high_volume_exclusion,,2026-05-22
information-immobiliere.fr,https://www.information-immobiliere.fr,https://www.information-immobiliere.fr/wp-sitemap.xml,definitive_sitemap_http_404_7d,0,2026-08-26
infos-habitation.fr,https://www.infos-habitation.fr/,https://www.infos-habitation.fr/sitemap-news.xml,too_many_new_urls>100,999,2026-08-03
infuso.info,https://www.infuso.info/,https://www.infuso.info/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
investisseurs-heureux.fr,https://www.investisseurs-heureux.fr/,https://www.investisseurs-heureux.fr/sitemap.xml,manual_high_volume_exclusion,,2026-05-22
isolationpro-annecy74.com,https://isolationpro-annecy74.com/,https://isolationpro-annecy74.com/sitemap_index.xml,definitive_sitemap_http_403_7d,0,2026-06-12
journaldeleconomie.fr,https://www.journaldeleconomie.fr,https://www.journaldeleconomie.fr/wp-sitemap.xml,manual_high_volume_exclusion,,2026-05-22
kalimmo.fr,https://www.kalimmo.fr,https://www.kalimmo.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-27
koliving.fr,https://www.koliving.fr/,https://www.koliving.fr/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-06-20
l-echo.info,https://www.l-echo.info,https://l-echo.info/sitemap_index.xml,definitive_sitemap_http_403_7d,0,2026-06-26
labecedairedupatrimoine.fr,https://www.labecedairedupatrimoine.fr,https://www.labecedairedupatrimoine.fr/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-08-03
lacquolina.fr,https://lacquolina.fr,https://lacquolina.fr/sitemap_index.xml,too_many_new_urls>100,283,2026-05-29
ladresse-immobilier.fr,https://www.ladresse-immobilier.fr,https://www.ladresse-immobilier.fr/wp-sitemap.xml,definitive_sitemap_http_404_7d,0,2026-08-26
lamaisondeschefs.fr,https://www.lamaisondeschefs.fr/,https://www.lamaisondeschefs.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
lamaisondujardin.fr,https://www.lamaisondujardin.fr/,https://www.lamaisondujardin.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-25
lavanguardiadelsur.com,http://lavanguardiadelsur.com,http://lavanguardiadelsur.com/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-06-12
ldeo-interieurs.com,http://www.ldeo-interieurs.com/,https://www.ldeo-interieurs.com/sitemap_index.xml,too_many_new_urls>100,2438,2026-06-25
le-codepostal.com,https://www.le-codepostal.com/,https://www.le-codepostal.com/sitemap_index.xml,definitive_sitemap_http_403_7d,0,2026-06-12
le-verdier-immobilier.fr,https://le-verdier-immobilier.fr,https://le-verdier-immobilier.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
leadrevolution.org,http://leadrevolution.org,http://leadrevolution.org/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-06-12
lebondiag.immo,https://www.lebondiag.immo/,https://www.lebondiag.immo/lbd-sitemap.xml,manual_high_volume_exclusion,,2026-05-22
lejsd.com,https://www.lejsd.com/,https://www.lejsd.com/wp-sitemap.xml,definitive_sitemap_http_404_7d,0,2026-06-15
lemandalamoris.com,https://lemandalamoris.com/,https://lemandalamoris.com/sitemaps.xml,too_many_new_urls>100,122,2026-07-05
lemarchand-immobilier.fr,https://www.lemarchand-immobilier.fr,https://www.lemarchand-immobilier.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
lepacte-immobilier.fr,https://www.lepacte-immobilier.fr,https://www.lepacte-immobilier.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
lepavenumerique.fr,https://www.lepavenumerique.fr,https://www.lepavenumerique.fr/sitemap_index.xml,too_many_new_urls>100,2173,2026-07-01
lesjardinsdambroisie.com,http://lesjardinsdambroisie.com,https://lesjardinsdambroisie.com/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-06-12
letee.fr,https://letee.fr,https://letee.fr/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-08-22
lgpimmo.fr,https://lgpimmo.fr/,https://lgpimmo.fr/sitemap_index.xml,too_many_new_urls>100,115,2026-07-03
lions-immobilier.com,https://www.lions-immobilier.com,https://www.lions-immobilier.com/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
locationmontpellier.com,https://locationmontpellier.com,https://locationmontpellier.com/sitemaps.xml,manual_high_volume_exclusion,,2026-05-22
locations06.com,https://www.locations06.com,https://www.locations06.com/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-08-10
louer-appartement.site,https://louer-appartement.site/,https://louer-appartement.site/sitemap_index.xml,too_many_new_urls>100,248,2026-07-17
lowcostimmobilier28.fr,https://www.lowcostimmobilier28.fr,https://www.lowcostimmobilier28.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
ma-propriete.fr,https://www.ma-propriete.fr/,https://www.ma-propriete.fr/fr/sitemap.xml,too_many_new_urls>100,240,2026-06-18
magazine-slr.fr,https://www.magazine-slr.fr,https://www.magazine-slr.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-29
maison-creatif.fr,https://www.maison-creatif.fr/,https://www.maison-creatif.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
maisonartisanale.fr,https://www.maisonartisanale.fr/,https://www.maisonartisanale.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
maisoncommunicante.com,https://www.maisoncommunicante.com,https://www.maisoncommunicante.com/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-07
maisoncreatif.fr,https://www.maisoncreatif.fr/,https://www.maisoncreatif.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
maisonetobjets.be,https://www.maisonetobjets.be/,https://www.maisonetobjets.be/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-31
maisonsnumberone.fr,https://www.maisonsnumberone.fr/,https://www.maisonsnumberone.fr/sitemap_index.xml,manual_high_volume_exclusion,,2026-05-22
mamaisonmonstyle.fr,https://www.mamaisonmonstyle.fr/,https://www.mamaisonmonstyle.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
marketing-strategique.com,http://marketing-strategique.com,http://marketing-strategique.com/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-06-12
mbpro-immo.com,https://www.mbpro-immo.com,https://www.mbpro-immo.com/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
meilleursagents.com,https://edito.meilleursagents.com/,https://edito.meilleursagents.com/sitemap.xml,manual_high_volume_exclusion,,2026-05-22
melta-bg.com,https://www.melta-bg.com,https://www.melta-bg.com/sitemap_index.xml,too_many_new_urls>100,222,2026-08-26
mes-bons-plans.fr,https://www.mes-bons-plans.fr,https://mes-bons-plans.fr/sitemap.xml,too_many_new_urls>100,621,2026-06-24
mon-agence-immobiliere.be,https://www.mon-agence-immobiliere.be,https://www.mon-agence-immobiliere.be/wp-sitemap.xml,definitive_sitemap_http_404_7d,0,2026-08-26
mon-expertise-immo.fr,https://www.mon-expertise-immo.fr/,https://www.mon-expertise-immo.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
monexpertiseimmo.fr,https://www.monexpertiseimmo.fr/,https://www.monexpertiseimmo.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-27
mzonestudio.com,http://mzonestudio.com/,http://mzonestudio.com/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-06-12
nostrodomus.fr,https://www.nostrodomus.fr,https://www.nostrodomus.fr/sitemap_index.xml,too_many_new_urls>100,2378,2026-07-03
ohm-immobilier.fr,https://www.ohm-immobilier.fr,https://www.ohm-immobilier.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-27
omizi.com,https://omizi.com,https://omizi.com/sitemap-index.xml,manual_high_volume_exclusion,,2026-05-22
ottanta.fr,https://www.ottanta.fr,https://www.ottanta.fr/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-08-22
ouest-france.fr,https://pause-maison.ouest-france.fr,https://pause-maison.ouest-france.fr/sitemap_index.xml,manual_high_volume_exclusion,,2026-05-22
ouest-immobilier.fr,https://www.ouest-immobilier.fr,https://www.ouest-immobilier.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-27
pamgolding.mu,https://www.pamgolding.mu/,https://www.pamgolding.mu/sitemap.xml,too_many_new_urls>100,1214,2026-06-12
parlons-immobilier.fr,https://www.parlons-immobilier.fr/,https://parlons-immobilier.fr/sitemaps.xml,too_many_new_urls>100,161,2026-08-31
perlefinance.fr,https://perlefinance.fr/,https://perlefinance.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
perpignan-immobilier.fr,https://www.perpignan-immobilier.fr,https://www.perpignan-immobilier.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-28
pierresetmer.fr,https://www.pierresetmer.fr,https://www.pierresetmer.fr/sitemap.php,too_many_new_urls>100,138,2026-06-19
piscin3.fr,https://piscin3.fr,http://piscin3.fr/sitemap23.xml,too_many_new_urls>100,5000,2026-07-27
planete-ile-maurice.fr,https://planete-ile-maurice.fr/blog/,https://planete-ile-maurice.fr/sitemap-index-1.xml,manual_high_volume_exclusion,,2026-05-22
pluscestsimple.com,https://pluscestsimple.com,https://pluscestsimple.com/wp-sitemap.xml,too_many_new_urls>100,139,2026-06-06
ptit-annuaire.com,http://ptit-annuaire.com/,http://ptit-annuaire.com/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-06-12
quintex-finance.com,https://quintex-finance.com/,https://quintex-finance.com/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
ravalement-pro.fr,https://ravalement-pro.fr/,https://www.ravalement-pro.fr/sitemap.xml,definitive_sitemap_http_404_7d,0,2026-08-31
recherche-logement.fr,https://www.recherche-logement.fr/,https://www.recherche-logement.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
renov-immo.fr,https://www.renov-immo.fr,https://www.renov-immo.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-28
renovation-facile.com,https://www.renovation-facile.com/,https://www.renovation-facile.com/sitemap_index.xml,too_many_new_urls>100,615,2026-07-02
reside-immobilier.fr,https://www.reside-immobilier.fr/,https://www.reside-immobilier.fr/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-07-09
revue-fonciere.com,https://www.revue-fonciere.com/,https://www.revue-fonciere.com/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-31
robotfinance.fr,https://robotfinance.fr/,https://robotfinance.fr/sitemap-news.xml,too_many_new_urls>100,1876,2026-06-06
score-immo.fr,https://score-immo.fr/,https://score-immo.fr/sitemap-index.xml,too_many_new_urls>100,119,2026-06-02
sculpture-intense.com,https://www.sculpture-intense.com/,https://www.sculpture-intense.com/sitemap.xml,too_many_new_urls>100,282,2026-09-02
solofrance.fr,https://www.solofrance.fr,https://www.solofrance.fr/sitemap_index.xml,manual_high_volume_exclusion,,2026-05-22
souslouer.com,https://souslouer.com,https://www.souslouer.com/sitemap-4seo.xml,manual_high_volume_exclusion,,2026-05-22
sphere-immo.com,https://www.sphere-immo.com,https://www.sphere-immo.com/sitemap.xml,manual_high_volume_exclusion,,2026-05-22
spinellibois.fr,https://www.spinellibois.fr,https://www.spinellibois.fr/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-06-12
square-annuaire.com,http://square-annuaire.com,http://square-annuaire.com/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-06-12
sunrisesspasfrance.fr,https://sunrisesspasfrance.fr,https://sunrisesspasfrance.fr/sitemap_index.xml,too_many_new_urls>100,4999,2026-06-04
superblada.com,https://superblada.com,https://www.superblada.com/sitemap.xml,manual_high_volume_exclusion,,2026-05-22
syndicat-de-coproprietes.com,https://www.syndicat-de-coproprietes.com,https://www.syndicat-de-coproprietes.com/sitemap_index.xml,too_many_new_urls>100,682,2026-07-23
synthese-immobilier.com,https://www.synthese-immobilier.com/,https://www.synthese-immobilier.com/sitemap.xml,definitive_sitemap_http_404_7d,0,2026-07-05
syremi.fr,https://www.syremi.fr/,https://www.syremi.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
tamaisontonjardin.fr,https://www.tamaisontonjardin.fr/,https://www.tamaisontonjardin.fr/wp-sitemap.xml,definitive_sitemap_http_404_7d,0,2026-08-26
tapis-de-bain.fr,https://tapis-de-bain.fr/,https://www.tapis-de-bain.fr/wp-sitemap.xml,too_many_new_urls>100,500,2026-07-23
tcm-rennes.org,https://www.tcm-rennes.org/,https://www.tcm-rennes.org/sitemaps.xml,too_many_new_urls>100,152,2026-06-04
the-bodyguard.fr,https://the-bodyguard.fr/,https://the-bodyguard.fr/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-06-16
tousvosactes-avocat-ms.fr,https://www.tousvosactes-avocat-ms.fr,https://www.tousvosactes-avocat-ms.fr/sitemap_index.xml,too_many_new_urls>100,229,2026-07-02
tout-immobilier.fr,https://www.tout-immobilier.fr,https://www.tout-immobilier.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
travaux-professionnels.fr,https://www.travaux-professionnels.fr,https://www.travaux-professionnels.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
travauxpublics-independants.be,https://www.travauxpublics-independants.be,https://www.travauxpublics-independants.be/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
trouve-immobilier.fr,https://www.trouve-immobilier.fr,https://www.trouve-immobilier.fr/sitemap_index.xml,too_many_new_urls>100,1287,2026-07-01
ultimatefs.com,http://ultimatefs.com,http://ultimatefs.com/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-06-12
valeurscorporate.fr,https://www.valeurscorporate.fr,https://www.valeurscorporate.fr/sitemaps.xml,too_many_new_urls>100,1901,2026-09-02
var-immobilier.fr,https://www.var-immobilier.fr,https://www.var-immobilier.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
vendomeimmobilier.fr,https://www.vendomeimmobilier.fr,https://www.vendomeimmobilier.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-15
vendresamaison.eu,https://www.vendresamaison.eu,https://www.vendresamaison.eu/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-26
vudailleurs.com,https://www.vudailleurs.com,https://www.vudailleurs.com/sitemap_index.xml,manual_high_volume_exclusion,,2026-05-22
weareonline.fr,https://www.weareonline.fr,https://www.weareonline.fr/sitemap_index.xml,too_many_new_urls>100,722,2026-07-03
wikio.fr,https://www.wikio.fr,https://www.wikio.fr/sitemap_index.xml,definitive_sitemap_http_403_7d,0,2026-06-14
wilsonimmobilier.com,https://wilsonimmobilier.com,https://wilsonimmobilier.com/sitemap_index.xml,definitive_sitemap_http_403_7d,0,2026-06-12
woeb.fr,https://woeb.fr,https://woeb.fr/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-08-08
worldofstargate.fr,https://worldofstargate.fr/,https://worldofstargate.fr/sitemap_index.xml,definitive_sitemap_http_404_7d,0,2026-08-21
zambonimmobilier.fr,https://www.zambonimmobilier.fr/,https://www.zambonimmobilier.fr/sitemaps.xml,definitive_sitemap_http_404_7d,0,2026-08-27
